"","X2011","X2012","X2013","X2014","X2015","Full_FIPS","County_Name","State","Pop","No_HS","No_Dip","HS","No_Deg","Associates","Bachelors","Grad","Med_Age","House_Income","Total.Vote","Obama","Romney","GHI_avg.y","count"
"310",15.85,15.85,15.85,15.85,15.85,18167,"Vigo County","Indiana",69381,2151,6611,23330,15867,5834,9589,5999,36,40315,39877,19712,19369,3.83666666666667,1
"311",13.14,13.14,13.14,29.14,29.14,18169,"Wabash County","Indiana",22061,813,1803,9365,4359,1570,2428,1723,42.4,12901,12874,3973,8644,3.83666666666667,0
"312",0,83.906,193.756,241.756,302.953,18173,"Warrick County","Indiana",41492,712,2126,14023,9203,4219,7047,4162,40.6,22883,28384,10181,17680,3.83666666666667,1
"313",8.03,8.03,8.03,8.03,8.03,18175,"Washington County","Indiana",18908,1177,1837,8678,3350,1527,1177,1162,40.7,10542,10737,3909,6533,3.83666666666667,0
"314",1.48,6.65,6.65,6.65,6.65,18177,"Wayne County","Indiana",46353,1979,5425,17901,9321,3660,4711,3356,40.9,27168,25477,10591,14321,3.83666666666667,0
"315",15.66,15.66,15.66,15.66,15.66,18183,"Whitley County","Indiana",22818,537,1566,9646,4852,2021,2619,1577,41,13152,15011,4420,10258,3.83666666666667,1
"316",5.72,62.84,62.84,62.84,62.84,20045,"Douglas County","Kansas",64749,1081,2189,12966,12793,3896,17035,14789,28.8,43729,48145,29267,17401,4.356,1
"317",1.05,1.05,1.05,1.05,1.05,20091,"Johnson County","Kansas",378407,6496,9448,57514,76735,28317,126987,72910,36.8,219735,274365,110526,158401,4.356,1
"318",0,10.5,10.5,10.5,10.5,20101,"Lane County","Kansas",1159,19,65,344,356,127,180,68,44.6,805,928,172,739,4.356,0
"319",0,0,2.4,2.4,2.4,20107,"Linn County","Kansas",6661,250,535,2481,1718,681,700,296,43.7,4182,4467,1170,3177,4.356,0
"320",0,2.3,2.3,2.3,2.3,20145,"Pawnee County","Kansas",4981,103,441,1397,1362,596,634,448,43.1,2552,2608,718,1836,4.356,1
"321",0,0,2.9,2.9,2.9,20155,"Reno County","Kansas",43341,1713,3454,12374,12627,4423,5978,2772,39.5,25097,24422,8085,15718,4.356,0
"322",2,2,2,2,2,20161,"Riley County","Kansas",36876,572,1230,6426,9337,2738,8881,7692,24.7,26467,21101,8977,11507,4.356,1
"323",0,9.6,9.6,9.6,9.6,20173,"Sedgwick County","Kansas",323131,12932,22605,86738,82923,22862,63769,31302,34.6,192961,182895,71977,106506,4.356,0
"324",0,0,0,0,9.315,21027,"Breckinridge County","Kentucky",13832,1390,1626,6090,2483,923,702,618,42.5,7297,7969,2825,5025,3.938,0
"325",0,0,0,16.32,16.32,21059,"Daviess County","Kentucky",66181,2807,5188,24986,14007,5783,7781,5629,39.1,38536,42087,16208,25092,3.938,0
"326",3.27,3.27,3.27,3.27,3.27,21067,"Fayette County","Kentucky",199042,8711,11511,41083,40583,15208,46887,35059,34.1,125752,125866,62080,60795,3.938,0
"327",6.8,6.8,6.8,6.8,6.8,21093,"Hardin County","Kentucky",69451,3160,4417,22306,16776,6710,9030,7052,35.7,40376,39218,15214,23357,3.938,0
"328",4.18,4.18,4.18,4.18,4.18,21099,"Hart County","Kentucky",12444,1508,1882,5141,1861,766,732,554,40.9,7294,6622,2283,4257,3.938,0
"329",0,0,0,9.18,9.18,21101,"Henderson County","Kentucky",32024,1433,3042,11734,7559,2874,3191,2191,40.1,18742,18622,8091,10296,3.938,0
"330",8.44,8.44,13.64,13.64,13.64,21111,"Jefferson County","Kentucky",515934,18357,38753,141802,115561,38948,94641,67872,37.9,306915,339579,186181,148423,3.938,5
"331",0,0,12.74,12.74,12.74,21113,"Jessamine County","Kentucky",32484,1659,3185,9375,6385,2475,5272,4133,37.4,18312,20633,6001,14233,3.938,0
"332",0,0,0,0,14.88,21227,"Warren County","Kentucky",72191,4089,5056,22282,15306,5204,12409,7845,32.8,45387,43903,16805,26384,3.938,0
"333",0,0,22.23,35.67,35.67,21233,"Webster County","Kentucky",9150,730,1224,3871,1802,684,482,357,39.7,5129,5470,1765,3607,3.938,0
"334",12.44,12.44,12.44,12.44,12.44,22005,"Ascension Parish","Louisiana",73240,2715,6009,25316,15120,5032,13867,5181,34.8,40110,51073,16349,33856,4.39357142857143,0
"335",12.6,12.6,12.6,12.6,12.6,22009,"Avoyelles Parish","Louisiana",27932,2613,5092,11525,4662,1395,1766,879,38.2,14943,17032,6077,10670,4.39357142857143,0
"336",68.97,68.97,68.97,68.97,68.97,22033,"East Baton Rouge Parish","Louisiana",277497,8420,21058,74021,64619,14864,59953,34562,33.2,169120,198171,102656,92292,4.39357142857143,4
"337",3.15,3.15,3.15,3.15,3.15,22037,"East Feliciana Parish","Louisiana",14215,756,1819,6188,2898,811,1262,481,41.8,6937,10209,4648,5397,4.39357142857143,0
"338",35.15,35.15,35.15,35.15,35.15,22047,"Iberville Parish","Louisiana",22845,1798,3616,8756,4483,1199,2029,964,38.4,11191,17014,9548,7271,4.39357142857143,0
"339",21.6,107.7,107.7,107.7,107.7,22051,"Jefferson Parish","Louisiana",301812,19582,27204,93791,69448,17470,49696,24621,38.7,168104,176343,70384,102536,4.39357142857143,2
"340",30.44,30.44,30.44,30.44,30.44,22055,"Lafayette Parish","Louisiana",150461,7376,13310,43223,33277,8217,31290,13768,34,88995,98642,31768,64992,4.39357142857143,0
"341",9.45,9.45,9.45,9.45,9.45,22063,"Livingston Parish","Louisiana",86802,4612,9101,34878,17679,4661,12420,3451,35.3,47608,54062,7451,45513,4.39357142857143,0
"342",104.29,1262.29,1262.29,1262.29,1262.29,22071,"Orleans Parish","Louisiana",258654,11914,26478,59882,57811,11277,51838,39454,35.4,153140,157813,126722,28003,4.39357142857143,2
"343",19.34,19.34,19.34,19.34,19.34,22073,"Ouachita Parish","Louisiana",98946,4464,10931,32574,23010,4234,15716,8017,34.7,57690,68474,26645,40948,4.39357142857143,0
"344",19.05,19.05,19.05,19.05,19.05,22079,"Rapides Parish","Louisiana",86541,4618,9625,32042,19988,4356,10029,5883,37.4,47674,58019,20045,37193,4.39357142857143,2
"345",0,8.2,8.2,8.2,8.2,22087,"St. Bernard Parish","Louisiana",27281,1692,3355,11159,6356,1303,2702,714,33,14545,13955,5059,8501,4.39357142857143,0
"346",13.05,13.05,13.05,13.05,13.05,22089,"St. Charles Parish","Louisiana",34456,1330,3030,12639,7831,2628,5119,1879,37.2,18383,25333,8896,15937,4.39357142857143,1
"347",17.35,17.35,17.35,17.35,17.35,22097,"St. Landry Parish","Louisiana",53773,5663,7163,23921,7538,2629,4845,2014,36.6,30683,41647,19668,21475,4.39357142857143,0
"348",4.8,4.8,4.8,4.8,4.8,22099,"St. Martin Parish","Louisiana",34994,3642,3934,14742,6374,1692,3296,1314,36.7,19055,25433,9422,15653,4.39357142857143,0
"349",58.66,66.86,66.86,66.86,66.86,22103,"St. Tammany Parish","Louisiana",163931,6107,12786,44281,40043,10629,33227,16858,39.8,89036,112902,25728,84723,4.39357142857143,0
"350",10.35,18.55,18.55,18.55,18.55,22105,"Tangipahoa Parish","Louisiana",79747,3753,10828,28379,17157,4255,10660,4715,34.4,45483,50099,17722,31590,4.39357142857143,0
"351",24.42,24.42,24.42,24.42,24.42,22113,"Vermilion Parish","Louisiana",38457,3820,5322,15757,6556,2239,3696,1067,36.7,21796,24987,5720,18910,4.39357142857143,0
"352",10.4,10.4,10.4,10.4,10.4,22121,"West Baton Rouge Parish","Louisiana",16332,741,1733,6398,3247,992,2296,925,35.4,9179,12774,5692,6922,4.39357142857143,1
"353",4134.252,6773.267,8339.16,12955.688,26457.124,25001,"Barnstable County","Massachusetts",164458,2378,5689,40970,34335,15189,37906,27991,51.3,94417,133115,70822,60446,3.94,8
"354",1638.64,2889.78,4303.159,6643.929,9741.403,25003,"Berkshire County","Massachusetts",93114,2906,5739,29532,17036,8446,16578,12877,45.8,55240,64486,48843,14252,3.94,1
"355",1982.383,5564.63,9297.384,20389.887,47775.729,25005,"Bristol County","Massachusetts",380990,33871,31607,115231,68388,33239,63243,35411,40.6,212029,241509,143433,93898,3.94,2
"356",838.334,1512.667,2266.618,2867.177,3792.215,25007,"Dukes County","Massachusetts",12774,138,729,2951,2689,1124,3203,1940,45.9,6007,10968,7978,2792,3.94,1
"357",2712.268,5069.615,10523.186,25202.661,45659.723,25009,"Essex County","Massachusetts",523024,28930,27055,136786,90700,43250,116780,79523,40.6,287912,366357,210302,150480,3.94,4
"358",2087.38,3540.952,4523.241,5523.073,9094.789,25011,"Franklin County","Massachusetts",52268,1060,3039,14164,10044,5549,9817,8595,45.1,30202,37758,27072,9344,3.94,0
"359",773.604,2395.297,3261.371,10342.859,21544.169,25013,"Hampden County","Massachusetts",310367,19454,27659,95498,58504,29216,48358,31678,38.6,176900,200399,123619,73392,3.94,2
"360",2531.021,4746.047,6439.395,9924.138,19436.436,25015,"Hampshire County","Massachusetts",98119,1770,4206,23763,15869,9150,21226,22135,35.9,58631,81621,57359,21480,3.94,3
"361",6514.718,19837.234,38104.333,62862.817,106494.965,25017,"Middlesex County","Massachusetts",1083024,39313,42732,228636,143003,66117,284006,279217,38.5,585642,754170,471804,267321,3.94,10
"362",22.65,45.72,45.72,55.26,88.128,25019,"Nantucket County","Massachusetts",7617,104,293,1936,1401,554,1997,1332,39.5,3923,6120,3830,2187,3.94,0
"363",2197.7504,4971.4344,8282.8804,18530.2264,39035.0554,25021,"Norfolk County","Massachusetts",478767,13136,16228,100457,69344,37120,134172,108310,40.9,259545,356523,202714,148393,3.94,5
"364",2301.887,4759.289,6659.066,17079.172,40206.432,25023,"Plymouth County","Massachusetts",345295,10399,16200,100127,65777,34020,76414,42358,42.1,181425,256531,131845,121086,3.94,3
"365",2516.288,5385.223,8431.257,12369.369,17562.85,25025,"Suffolk County","Massachusetts",511404,44392,35941,120730,72723,24466,118717,94435,32.2,296672,289098,223896,59999,3.94,7
"366",4266.164,10780.833,14542.786,32124.615,80458.659,25027,"Worcester County","Massachusetts",549289,22204,33933,158594,95981,49693,116733,72151,39.8,301176,369112,198244,163390,3.94,4
"367",290.56,320.37,341.33,382.78,391.74,24001,"Allegany County","Maryland",51103,1598,4357,21444,10236,4565,4713,4190,41.5,28324,29850,9805,19230,3.90333333333333,0
"368",3255.757,4689.522,5765.441,6588.019,7406.38,24003,"Anne Arundel County","Maryland",378655,9389,22458,94644,78892,28322,85105,59845,38.4,203336,260155,126635,126832,3.90333333333333,8
"369",869.629,1005.029,1116.429,1186.059,1264.264,24510,"Baltimore city","Maryland",420156,22279,51084,125156,82015,19060,64126,56436,34.6,242268,254005,221478,28171,3.90333333333333,5
"370",3576.822,5437.932,5954.529,6704.173,7522.835,24005,"Baltimore County","Maryland",564976,18875,34206,153917,111812,39616,118252,88298,39.1,312900,384782,220322,154908,3.90333333333333,3
"371",571.11,787.25,892.01,1034.895,1119.721,24009,"Calvert County","Maryland",60190,1060,2990,18989,15241,4371,10497,7042,40.6,31155,45518,20529,23952,3.90333333333333,0
"372",217.68,271.7,283.38,358.75,395.56,24011,"Caroline County","Maryland",21961,1263,2517,8931,4370,1481,2135,1264,40.1,11920,13357,4970,8098,3.90333333333333,0
"373",1534.838,2324.243,2753.553,3051.223,3486.931,24013,"Carroll County","Maryland",113973,2388,6645,34894,23571,8785,23741,13949,42.2,60004,87536,27939,56761,3.90333333333333,0
"374",666.4,999.72,1159.07,1342.735,1473.235,24015,"Cecil County","Maryland",68433,2375,5911,25878,14405,4798,9500,5566,40.1,36728,42480,16557,24806,3.90333333333333,0
"375",287.35,547.02,787.852,925.575,1007.989,24017,"Charles County","Maryland",100163,2203,5500,32254,24712,8082,17217,10195,37.7,53171,75222,48774,25178,3.90333333333333,1
"376",256.33,343.46,408.88,455.812,487.717,24019,"Dorchester County","Maryland",23096,934,2536,8852,4647,1453,2806,1868,43.8,13265,15444,7257,7976,3.90333333333333,0
"377",1387.513,2091.583,2949.068,3404.813,3805.789,24021,"Frederick County","Maryland",161783,4474,7743,40723,33158,12481,37597,25607,39.1,88494,117115,55146,58798,3.90333333333333,0
"378",58.4,68.48,77.41,110.55,110.55,24023,"Garrett County","Maryland",21284,803,1661,8992,3976,1800,2167,1885,44.5,11863,13157,3124,9743,3.90333333333333,0
"379",1250.194,2075.304,2442.544,2855.752,3264.374,24025,"Harford County","Maryland",169738,3637,8404,47779,38578,13888,34234,23218,40.1,91727,125954,49729,72911,3.90333333333333,2
"380",3839.79,5671.626,6677.123,7560.832,8280.243,24027,"Howard County","Maryland",204318,4544,5320,29114,29975,11580,62648,61137,38.8,108555,153108,91393,57758,3.90333333333333,0
"381",216.95,276.3,384.789,424.939,455.199,24029,"Kent County","Maryland",13870,568,1233,4603,2412,897,2275,1882,46.2,7624,9904,4842,4870,3.90333333333333,0
"382",7376.32,11087.4,13145.456,14180.36,15396.077,24031,"Montgomery County","Maryland",698595,34671,26961,97586,99932,35203,185755,218487,38.5,365235,455992,323400,123353,3.90333333333333,14
"383",1838.535,3541.065,4520.687,5233.644,5960.969,24033,"Prince George's County","Maryland",590874,44366,40715,154047,133134,35135,106899,76578,35.8,305610,387744,347938,35734,3.90333333333333,2
"384",354.255,595.945,822.405,918.575,959.575,24035,"Queen Anne's County","Maryland",33916,700,2226,10150,6341,2653,7318,4528,43.5,17522,24888,8556,15823,3.90333333333333,1
"385",53.24,114.6,190.97,289.57,374.38,24039,"Somerset County","Maryland",16907,901,2394,7297,3099,711,1534,971,37,8385,10399,5240,5042,3.90333333333333,0
"386",578.52,945.91,1173.372,1388.882,1639.247,24037,"St. Mary's County","Maryland",71445,2189,4531,21854,15861,5180,12572,9258,36.3,38243,47824,19711,26797,3.90333333333333,0
"387",372.24,435.275,514.315,609.29,658.53,24041,"Talbot County","Maryland",28173,1240,2002,7861,5689,1822,5136,4423,49,16231,20459,8808,11339,3.90333333333333,1
"388",730.2,890.92,1021.51,1172.63,1219.02,24043,"Washington County","Maryland",103305,3382,10369,39407,21746,7863,12674,7864,40.4,56067,62755,25042,36074,3.90333333333333,0
"389",371.115,492.995,712.05,860.86,1115.05,24045,"Wicomico County","Maryland",63138,2404,5259,20110,13251,4138,10323,7653,35.5,36989,42259,19635,21764,3.90333333333333,1
"390",487.79,602.515,666.2,775.665,923.615,24047,"Worcester County","Maryland",38407,1042,3121,12118,8154,2370,7215,4387,49.1,20773,27420,11014,15951,3.90333333333333,1
"391",22.3,59.24,92.63,92.63,92.63,23005,"Cumberland County","Maine",203465,4152,7250,48945,37131,18541,55625,31821,41.9,117135,163786,101950,57821,3.47833333333333,3
"392",0,0,0,3.3,3.3,23007,"Franklin County","Maine",21445,597,1067,7915,4472,1899,3522,1973,44.9,11841,16282,9367,6369,3.47833333333333,0
"393",18.12,18.12,26.7,26.7,26.7,23009,"Hancock County","Maine",40814,763,1806,13498,8152,3231,8216,5148,47.4,24371,30799,17569,12324,3.47833333333333,0
"394",13.52,13.52,20.8,20.8,20.8,23011,"Kennebec County","Maine",86458,2869,4504,30819,18011,8607,13245,8403,44,51443,63497,35068,26519,3.47833333333333,2
"395",6.21,6.21,11.41,11.41,11.41,23013,"Knox County","Maine",29762,634,1438,10367,5717,2316,6137,3153,47.2,16999,22067,13223,8248,3.47833333333333,1
"396",2.76,2.76,2.76,6.66,6.66,23015,"Lincoln County","Maine",25951,542,1356,8332,5682,1937,4841,3261,49.8,14876,20757,11315,8899,3.47833333333333,0
"397",2.94,2.94,2.94,2.94,2.94,23017,"Oxford County","Maine",41817,1192,2537,19071,8038,3427,4956,2596,45.7,21767,29420,16330,11996,3.47833333333333,0
"398",6.9,6.9,9.4,9.4,9.4,23019,"Penobscot County","Maine",106040,3336,6468,37055,21709,11542,16565,9365,41.3,61973,77306,38811,36547,3.47833333333333,0
"399",9.8,14.5,14.5,14.5,60.91,23023,"Sagadahoc County","Maine",25706,582,1051,8134,5517,2153,5358,2911,45.2,15405,20794,11821,8429,3.47833333333333,1
"400",0,0,5.1,5.1,5.1,23025,"Somerset County","Maine",37463,1371,3164,15489,7655,4024,4007,1753,44.9,21800,24787,12216,11800,3.47833333333333,0
"401",10.68,32.83,40.83,46.83,46.83,23027,"Waldo County","Maine",28240,632,1582,9613,5283,2570,5386,3174,45,16888,21061,11296,9058,3.47833333333333,1
"402",18,32.26,44.03,44.03,44.03,23031,"York County","Maine",143797,4377,6689,45495,29084,14262,29287,14603,44.1,82127,108057,61551,43900,3.47833333333333,1
"403",3,3,3,3,3,26005,"Allegan County","Michigan",75605,2446,5218,28969,16415,6297,10992,5268,40,41893,52619,20806,31123,3.659,0
"404",0,0,3.36,3.36,3.36,26009,"Antrim County","Michigan",17297,551,1166,5823,3980,1398,2733,1646,49.5,9689,13195,5107,7917,3.659,0
"405",9.928,9.928,9.928,9.928,9.928,26015,"Barry County","Michigan",40874,961,2581,14974,10123,4386,5073,2776,42.6,22836,28512,11491,16655,3.659,0
"406",13.11,13.11,13.11,13.11,13.11,26021,"Berrien County","Michigan",106841,3804,8298,32656,23824,10402,16600,11257,41.4,61167,72497,33465,38209,3.659,2
"407",15.68,15.68,15.68,15.68,15.68,26025,"Calhoun County","Michigan",90820,2670,6370,32401,22715,8402,12341,5921,40.1,52850,58327,29267,28333,3.659,1
"408",3.15,9.73,9.73,9.73,9.73,26027,"Cass County","Michigan",36366,1037,3280,13153,9124,3620,4167,1985,44.1,20101,22490,9591,12659,3.659,2
"409",4,4,4,4,4,26029,"Charlevoix County","Michigan",18916,310,1163,6024,4366,1782,3188,2083,46.7,10794,14090,5939,8000,3.659,1
"410",2.2,2.2,2.2,2.2,2.2,26033,"Chippewa County","Michigan",26283,775,2117,9927,6475,1965,3102,1922,39,13997,15564,7100,8278,3.659,0
"411",4,4,4,4,4,26037,"Clinton County","Michigan",51430,1022,2467,14353,12826,5470,9813,5479,39.7,28857,39235,18191,20650,3.659,1
"412",11.063,11.063,11.063,11.063,11.063,26043,"Dickinson County","Michigan",18835,279,1013,7510,3952,1868,2832,1381,46.4,11059,12810,4952,7688,3.659,0
"413",2,8.55,8.55,8.55,8.55,26049,"Genesee County","Michigan",278937,7328,22607,91477,75648,27977,33856,20044,39.6,165268,202933,128978,71808,3.659,0
"414",31.292,39.612,45.372,45.372,45.372,26055,"Grand Traverse County","Michigan",63727,1118,2872,17112,15967,6588,12043,8027,41.7,35082,47999,20875,26534,3.659,1
"415",1.96,12.16,12.16,12.16,17.11,26061,"Houghton County","Michigan",21481,482,1217,7270,4136,1702,4135,2539,32.8,13765,15282,6801,8196,3.659,0
"416",12.17,12.17,12.17,12.17,12.17,26065,"Ingham County","Michigan",169257,4564,9319,36598,40664,15064,34613,28435,31.5,110418,127910,80847,45306,3.659,7
"417",2.31,2.31,12.41,12.41,12.41,26075,"Jackson County","Michigan",109316,2537,8559,38067,28321,9963,14925,6944,40.5,60591,69446,32301,36298,3.659,0
"418",17.4,17.4,17.4,17.4,17.4,26077,"Kalamazoo County","Michigan",158739,2946,7708,36745,40302,15330,33395,22313,34,100341,123178,69051,52662,3.659,0
"419",4.5,4.5,4.5,4.5,4.5,26079,"Kalkaska County","Michigan",12324,374,1277,5225,2889,989,1007,563,44.4,7185,8299,3272,4901,3.659,0
"420",54.88,54.88,54.88,54.88,54.88,26081,"Kent County","Michigan",401985,16365,25689,102340,89194,34736,87496,46165,34.8,232961,292985,133408,155925,3.659,7
"421",0,0,1.44,1.44,1.44,26085,"Lake County","Michigan",8798,511,1084,3648,2080,650,492,333,51.5,4365,5287,2752,2487,3.659,0
"422",26.575,26.575,26.575,26.575,26.575,26087,"Lapeer County","Michigan",61029,1588,4050,22631,15912,6177,6817,3854,43.3,32682,43115,18796,23734,3.659,0
"423",4.1,4.1,4.1,4.1,4.1,26089,"Leelanau County","Michigan",16572,243,582,3707,3812,1603,3690,2935,52.4,9234,14176,6576,7483,3.659,0
"424",14.701,16.771,16.771,16.771,16.771,26093,"Livingston County","Michigan",126354,1226,4955,32382,33086,12299,28014,14392,42.1,68980,98337,37216,60083,3.659,0
"425",21.1,21.1,21.1,21.1,26.2,26099,"Macomb County","Michigan",592575,22673,43252,181278,146079,61053,90181,48059,40.8,336379,404086,208016,191913,3.659,3
"426",1.2,1.2,1.2,1.2,1.2,26105,"Mason County","Michigan",20531,521,1188,7056,5388,2232,2593,1553,45.7,12248,14604,6856,7580,3.659,0
"427",8,8,8,8,8,26107,"Mecosta County","Michigan",26471,821,1998,9114,6035,2494,3603,2406,35.7,15478,16913,7515,9176,3.659,0
"428",4,4,4,4,4,26115,"Monroe County","Michigan",103337,2542,7611,37390,25990,10619,12585,6600,41.7,58566,72853,36310,35593,3.659,1
"429",6.9,6.9,6.9,6.9,6.9,26121,"Muskegon County","Michigan",114891,3317,9504,39955,29379,11788,14528,6420,39.1,64490,76163,44436,30884,3.659,2
"430",11.5,11.5,19,19,19,26123,"Newaygo County","Michigan",32890,1357,3246,13529,7465,2732,3068,1493,42.4,18339,21478,8728,12457,3.659,0
"431",89.56,91.56,94.56,94.56,94.56,26125,"Oakland County","Michigan",854509,18540,39031,171493,180180,65606,217256,162403,40.8,493489,651607,349002,296514,3.659,10
"432",4.8,4.8,4.8,4.8,4.8,26127,"Oceana County","Michigan",17791,977,1634,6175,4295,1714,1893,1103,42.3,9822,11450,5063,6239,3.659,0
"433",46.09,46.09,46.09,46.09,46.09,26139,"Ottawa County","Michigan",167263,5588,8864,48363,36674,15718,34954,17102,34.7,96283,132312,42737,88166,3.659,0
"434",4.7,4.7,4.7,4.7,4.7,26143,"Roscommon County","Michigan",18994,529,1719,7390,4962,1654,1731,1009,54.4,11543,13032,6198,6701,3.659,2
"435",1.6,1.6,1.6,1.6,1.6,26153,"Schoolcraft County","Michigan",6184,293,489,2897,1290,397,573,245,50,3419,4048,1865,2142,3.659,1
"436",0,2.07,2.07,2.07,2.07,26155,"Shiawassee County","Michigan",47399,1032,3248,17370,13213,5075,4881,2580,41.5,27409,33679,17197,15962,3.659,0
"437",2,2,2,2,2,26147,"St. Clair County","Michigan",111510,2985,8628,39329,29198,11952,12299,7119,42.8,64143,74181,33983,39271,3.659,1
"438",7.43,7.43,7.43,7.43,7.43,26149,"St. Joseph County","Michigan",40598,2198,3809,15794,9680,3148,3668,2301,39.2,23270,23341,10112,12978,3.659,4
"439",24.3,24.3,24.3,24.3,24.3,26159,"Van Buren County","Michigan",50855,2863,4085,17295,12424,4276,6427,3485,41.3,28367,32837,16290,16141,3.659,4
"440",26.48,26.48,26.48,26.48,30.68,26161,"Washtenaw County","Michigan",219618,3988,8155,34562,42080,15224,55723,59886,33.4,138067,179592,120890,56412,3.659,2
"441",27.409,27.409,27.409,27.409,27.409,26163,"Wayne County","Michigan",1170589,55080,124111,354740,286893,92392,156452,100921,37.8,667275,815825,595846,213814,3.659,3
"442",4.44,4.44,4.44,4.44,4.44,27001,"Aitkin County","Minnesota",12246,301,852,4890,2964,1344,1322,573,53.1,7609,9142,4412,4533,3.6318,1
"443",14.91,14.91,14.91,14.91,14.91,27003,"Anoka County","Minnesota",227438,4998,10306,64501,56423,27895,45505,17810,37.9,124477,186465,88614,93430,3.6318,3
"444",5.54,5.54,5.54,5.54,5.54,27007,"Beltrami County","Minnesota",27380,600,1990,7145,6816,3548,4777,2504,33.3,16739,22051,11818,9637,3.6318,0
"445",8.43,8.43,8.43,8.43,8.43,27009,"Benton County","Minnesota",26171,834,1385,8404,6561,3360,3981,1646,35.4,15632,19619,8173,10849,3.6318,0
"446",13.74,13.74,13.74,13.74,13.74,27013,"Blue Earth County","Minnesota",37634,642,1510,10567,8790,4356,8115,3654,30.1,24847,34274,18164,14916,3.6318,0
"447",6.18,6.18,6.18,6.18,6.18,27015,"Brown County","Minnesota",17447,746,900,6554,3787,1741,2671,1048,43.5,10679,13929,5630,7938,3.6318,0
"448",44.619,44.619,44.619,44.619,44.619,27017,"Carlton County","Minnesota",24452,432,985,8912,5946,2613,4103,1461,41,13398,18436,11389,6586,3.6318,0
"449",9.72,9.72,9.72,9.72,9.72,27019,"Carver County","Minnesota",61321,1366,1595,13030,11361,6236,19613,8120,36.9,34421,52899,20745,31155,3.6318,0
"450",3.36,3.36,3.36,3.36,15.66,27021,"Cass County","Minnesota",20621,481,1303,7300,5255,2115,2935,1232,48.3,12856,16141,6858,8957,3.6318,2
"451",2,2,2,2,2,27025,"Chisago County","Minnesota",36698,529,1715,12684,9311,4391,5709,2359,40.2,19808,29441,12524,16227,3.6318,0
"452",12.082,12.082,12.082,12.082,12.082,27031,"Cook County","Minnesota",4089,39,139,1026,865,427,912,681,51.3,2652,3322,1993,1221,3.6318,0
"453",4.14,4.14,4.14,4.14,4.14,27033,"Cottonwood County","Minnesota",7958,339,501,2878,1932,838,1106,364,42.8,4779,5862,2433,3316,3.6318,0
"454",19.734,19.734,19.734,19.734,19.734,27035,"Crow Wing County","Minnesota",44314,770,2307,13893,11504,5554,6913,3373,43.5,26365,34920,14760,19415,3.6318,1
"455",72.354,72.354,72.354,72.354,72.354,27037,"Dakota County","Minnesota",272845,5240,9115,58921,58561,31159,75911,33938,37.5,156466,230821,116255,109516,3.6318,3
"456",10,10,10,10,10,27045,"Fillmore County","Minnesota",14437,677,639,5151,3494,1666,1992,818,43,8531,10892,5713,4913,3.6318,1
"457",11.96,11.96,11.96,11.96,11.96,27049,"Goodhue County","Minnesota",32356,791,1512,10691,8047,3757,5445,2113,43,18793,25801,12212,12986,3.6318,0
"458",2.8,2.8,2.8,2.8,2.8,27051,"Grant County","Minnesota",4274,91,219,1428,1031,699,622,184,46.3,2530,3487,1647,1748,3.6318,1
"459",172.931,172.931,172.931,172.931,172.931,27053,"Hennepin County","Minnesota",821362,28166,32337,146311,160152,68370,249057,136969,36.1,490196,680065,423982,240073,3.6318,9
"460",0,20.5,20.5,20.5,20.5,27055,"Houston County","Minnesota",13358,323,636,4582,2899,2064,1991,863,45,7886,10446,5281,4951,3.6318,0
"461",14.21,14.21,14.21,14.21,14.21,27057,"Hubbard County","Minnesota",14968,304,786,4762,3674,1693,2504,1245,48,8787,11520,4676,6622,3.6318,0
"462",2.04,2.04,2.04,2.04,2.04,27059,"Isanti County","Minnesota",25881,676,1738,9787,6301,2810,3319,1250,39.5,14059,20217,8024,11675,3.6318,0
"463",12.57,12.57,12.57,12.57,12.57,27061,"Itasca County","Minnesota",32514,568,1781,10333,8934,3782,4898,2218,45.9,18965,23919,12852,10501,3.6318,0
"464",25.18,25.18,25.18,25.18,25.18,27065,"Kanabec County","Minnesota",11283,324,1015,4476,2814,1131,902,621,43.9,6191,8150,3593,4328,3.6318,0
"465",16.995,16.995,16.995,16.995,16.995,27067,"Kandiyohi County","Minnesota",28582,1358,1856,7988,7145,3895,4324,2016,39.9,16701,21465,9805,11240,3.6318,0
"466",8.4,8.4,8.4,8.4,8.4,27071,"Koochiching County","Minnesota",9595,342,678,3498,2297,1010,1297,473,47.4,5844,6458,3451,2841,3.6318,2
"467",8.13,8.13,8.13,8.13,8.13,27075,"Lake County","Minnesota",8142,112,302,2945,1851,942,1265,725,50.2,5087,6820,4043,2610,3.6318,0
"468",3.15,3.15,3.15,3.15,3.15,27087,"Mahnomen County","Minnesota",3378,185,297,1254,833,373,332,104,36.3,2001,2182,1276,871,3.6318,0
"469",10.08,10.08,10.08,10.08,10.08,27085,"McLeod County","Minnesota",24642,857,1146,9361,5477,3367,3184,1250,39.9,14819,18553,6968,11069,3.6318,0
"470",9.44,9.44,9.44,9.44,9.44,27095,"Mille Lacs County","Minnesota",17655,580,1263,6759,4560,1905,1770,818,40.3,10046,13091,5829,6951,3.6318,0
"471",3.15,3.15,3.15,3.15,3.15,27097,"Morrison County","Minnesota",22702,986,1402,8764,4982,2720,2635,1213,41.2,13352,16714,6153,10159,3.6318,0
