"","X2011","X2012","X2013","X2014","X2015","Full_FIPS","County_Name","State","Pop","No_HS","No_Dip","HS","No_Deg","Associates","Bachelors","Grad","Med_Age","House_Income","Total.Vote","Obama","Romney","GHI_avg.y","count"
"472",2,2,2,2,2,27103,"Nicollet County","Minnesota",21339,496,753,5765,4679,2714,4769,2163,35.7,12629,18357,9652,8214,3.6318,1
"473",11.5,11.5,11.5,11.5,11.5,27109,"Olmsted County","Minnesota",100329,2722,3222,20946,20449,11554,23928,17508,36.7,57899,78316,39338,36832,3.6318,0
"474",2.07,2.07,2.07,2.07,2.07,27111,"Otter Tail County","Minnesota",41151,1338,2234,12546,9638,5314,7098,2983,46.7,24042,31670,12165,18860,3.6318,2
"475",15.62,15.62,15.62,15.62,15.62,27115,"Pine County","Minnesota",21105,621,1684,8998,5054,1958,1917,873,43.7,11361,13965,6750,6845,3.6318,0
"476",1.92,1.92,1.92,1.92,1.92,27117,"Pipestone County","Minnesota",6357,366,495,2288,1358,644,887,319,42.3,3980,4646,1725,2826,3.6318,0
"477",8.6,8.6,8.6,8.6,8.6,27119,"Polk County","Minnesota",21001,813,1117,6527,5063,2610,3425,1446,38.9,12723,14693,6773,7615,3.6318,0
"478",4.14,4.14,4.14,4.14,4.14,27121,"Pope County","Minnesota",7944,182,260,2712,1891,1135,1280,484,46.5,4809,6246,2981,3142,3.6318,0
"479",110.165,110.165,110.165,110.165,110.165,27123,"Ramsey County","Minnesota",346106,18761,15925,75942,67706,28030,84403,55339,34.6,206857,278822,184938,86800,3.6318,2
"480",10.72,10.72,10.72,10.72,10.72,27127,"Redwood County","Minnesota",10694,591,659,4053,2488,1080,1386,437,43.2,6307,7790,3008,4570,3.6318,0
"481",34.1,34.1,34.1,34.1,34.1,27131,"Rice County","Minnesota",40740,1514,2377,12970,8487,4135,7163,4094,36.4,22532,32267,17054,14384,3.6318,1
"482",4.2,4.2,4.2,4.2,4.2,27133,"Rock County","Minnesota",6501,365,300,2500,1238,771,975,352,41.1,3929,4846,1946,2810,3.6318,0
"483",19.995,19.995,19.995,19.995,19.995,27139,"Scott County","Minnesota",87575,1781,2874,20482,18495,10491,24573,8879,35.5,46805,71647,29712,40323,3.6318,2
"484",16.55,16.55,16.55,16.55,16.55,27141,"Sherburne County","Minnesota",57754,968,2699,15357,15880,7547,11060,4243,35.3,30574,46509,17597,27848,3.6318,2
"485",88.512,88.512,88.512,88.512,88.512,27137,"St. Louis County","Minnesota",136107,2361,6916,40141,33646,16352,24778,11913,40.9,84545,115594,73378,39131,3.6318,5
"486",27.92,27.92,27.92,27.92,27.92,27145,"Stearns County","Minnesota",93806,3789,3896,28345,21101,12337,16601,7737,34,57265,78477,33551,43015,3.6318,1
"487",5.28,5.28,5.28,5.28,5.28,27147,"Steele County","Minnesota",24227,815,1161,8592,5248,2260,4519,1632,39.8,14271,19124,8706,9903,3.6318,0
"488",7.56,7.56,7.56,7.56,7.56,27149,"Stevens County","Minnesota",5732,310,190,1560,1151,899,1152,470,32.7,3668,5652,2742,2766,3.6318,1
"489",12.56,12.56,12.56,12.56,12.56,27153,"Todd County","Minnesota",16646,1062,968,6171,3711,2199,1828,707,43,9839,11803,4819,6719,3.6318,0
"490",10.37,10.37,26.37,26.37,26.37,27157,"Wabasha County","Minnesota",15064,376,641,5886,3326,1646,2193,996,43.8,8953,11763,5415,6049,3.6318,0
"491",22.634,22.634,22.634,22.634,22.634,27159,"Wadena County","Minnesota",9436,422,628,3708,2290,1192,832,364,43.3,5673,6791,2492,4143,3.6318,0
"492",94.14,94.14,94.14,94.14,94.14,27163,"Washington County","Minnesota",164696,2253,4281,36305,34788,18522,44999,23548,38.9,90932,142133,70203,69137,3.6318,2
"493",126.87,133.88,143.96,143.96,143.96,27169,"Winona County","Minnesota",30978,936,1653,9168,6942,3541,5723,3015,33.9,19068,27232,14980,11480,3.6318,0
"494",7.22,7.22,7.22,7.22,7.22,27171,"Wright County","Minnesota",82238,1457,3482,23803,20543,10525,16741,5687,35.6,45265,67816,25741,40466,3.6318,1
"495",0,0,72.695,188.565,215.545,29001,"Adair County","Missouri",13588,559,993,4606,2509,839,2060,2022,27.9,9635,10126,4219,5651,4.08777777777778,0
"496",0,279.445,1145.225,2004.66,2020.52,29003,"Andrew County","Missouri",12011,393,750,4859,2617,591,1732,1069,42.3,6808,8306,2649,5457,4.08777777777778,0
"497",0,0,25.2,25.2,35.6,29005,"Atchison County","Missouri",3964,153,248,1669,740,256,628,270,47.1,2501,2709,756,1902,4.08777777777778,0
"498",0,9.9,9.9,9.9,9.9,29007,"Audrain County","Missouri",17535,918,1893,8226,3343,1130,1297,728,39.2,9273,9952,3539,6186,4.08777777777778,0
"499",4.44,4.44,64.45,64.45,73.75,29013,"Bates County","Missouri",11420,508,1201,4948,2607,655,879,622,41.9,6690,7771,2557,5020,4.08777777777778,0
"500",0,0,103.84,128.84,128.84,29015,"Benton County","Missouri",14469,663,1533,6479,3136,1016,1112,530,52.5,8149,9157,2925,6069,4.08777777777778,0
"501",43.14,103.275,182.255,249.75,249.75,29019,"Boone County","Missouri",99851,2163,4408,20137,19291,6584,26727,20541,30.1,66980,79422,39847,37404,4.08777777777778,1
"502",34.53,1267.01,4380.92,6559.375,6610.31,29021,"Buchanan County","Missouri",59643,2396,5189,21968,15009,3476,7724,3881,36.8,33176,35106,15594,18660,4.08777777777778,1
"503",0,4.8,4.8,106.3,111.98,29025,"Caldwell County","Missouri",6253,218,494,2754,1230,466,835,256,42.3,3715,4167,1312,2721,4.08777777777778,0
"504",19.74,58.98,67.04,81.125,81.125,29027,"Callaway County","Missouri",29750,1307,2953,11404,6037,1981,4257,1811,37.8,16150,18232,6071,11745,4.08777777777778,1
"505",13.13,83.37,108.91,118.91,129.11,29029,"Camden County","Missouri",32867,1412,2641,11820,7473,2603,4460,2458,49.8,16748,21945,6458,15092,4.08777777777778,3
"506",3.36,44.15,405.37,1052.08,1057.08,29031,"Cape Girardeau County","Missouri",49602,1761,3665,15872,11213,2877,8994,5220,36,29795,35716,9728,25370,4.08777777777778,0
"507",9.2,9.2,9.2,9.2,9.2,29033,"Carroll County","Missouri",6255,254,459,3101,1035,359,616,431,42.4,3624,4304,1154,3072,4.08777777777778,0
"508",41.11,132.095,370.145,494.935,648.885,29037,"Cass County","Missouri",67217,1364,3816,23373,16849,5205,10751,5859,39.2,37945,48913,17044,30912,4.08777777777778,0
"509",18.996,55.846,219.631,409.491,529.951,29047,"Clay County","Missouri",153656,3387,8852,44393,36567,12865,32317,15275,36.6,87676,105589,47310,56191,4.08777777777778,1
"510",10.12,35.5,196.32,515.325,515.325,29049,"Clinton County","Missouri",14011,205,912,5420,3840,1166,1769,699,41,8076,9861,3688,5931,4.08777777777778,0
"511",117.46,232.37,291.41,390.93,402.33,29051,"Cole County","Missouri",52014,1467,2979,16188,10835,4111,10945,5489,38,29448,37062,12005,24490,4.08777777777778,4
"512",3.24,47.94,58.66,107.3,111.2,29053,"Cooper County","Missouri",11957,505,920,4956,2389,859,1663,665,38.6,6488,7511,2474,4887,4.08777777777778,0
"513",0,0,0,0,9.36,29061,"Daviess County","Missouri",5477,450,480,2220,1075,388,623,241,40.5,3047,3521,1125,2290,4.08777777777778,1
"514",0,50.88,188.46,264.46,265.52,29063,"DeKalb County","Missouri",9506,342,1041,4645,1840,546,851,241,40.1,3756,4350,1194,3056,4.08777777777778,0
"515",82.69,330.935,1470.045,3830.26,3959.8,29071,"Franklin County","Missouri",69207,3250,6037,23716,16730,6599,8078,4797,40.2,39915,46755,16347,29396,4.08777777777778,2
"516",1.8,14.96,14.96,76.355,93.695,29073,"Gasconade County","Missouri",10639,671,972,4601,1903,900,1100,492,45.6,6246,7134,2099,4895,4.08777777777778,0
"517",0,0,0,0,19.5,29075,"Gentry County","Missouri",4608,191,322,2003,946,291,603,252,41.4,2748,2999,937,1988,4.08777777777778,0
"518",0,0,71.705,158.67,175.57,29083,"Henry County","Missouri",15610,577,1330,6452,3796,1047,1591,817,44.1,9518,10123,3606,6229,4.08777777777778,0
"519",0,0,118.96,154.46,154.46,29087,"Holt County","Missouri",3398,106,226,1509,768,138,440,211,47.4,2130,2310,551,1725,4.08777777777778,0
"520",0,0,1.5,24.72,29.72,29089,"Howard County","Missouri",6583,254,578,2381,1359,415,1045,551,38.8,3729,4867,1723,3017,4.08777777777778,0
"521",2.25,2.25,2.25,27.63,27.63,29093,"Iron County","Missouri",7249,480,925,2931,1569,473,510,361,43.1,4046,4031,1669,2252,4.08777777777778,0
"522",91.9,469.533,1130.633,1851.028,1984.883,29095,"Jackson County","Missouri",455938,15452,34507,132518,109597,32671,83084,48109,36.5,274485,311577,183953,122708,4.08777777777778,0
"523",67.745,528.75,1507.48,3181.485,3246.745,29099,"Jefferson County","Missouri",149808,4954,13661,50298,37637,15988,18135,9135,38.6,81990,97611,41564,53978,4.08777777777778,1
"524",19.046,123.906,880.141,1276.246,1298.886,29101,"Johnson County","Missouri",30949,741,2047,9506,7593,2871,4922,3269,29.7,19971,21021,7667,12763,4.08777777777778,0
"525",0,0,0,8.82,8.82,29103,"Knox County","Missouri",2744,243,203,1149,536,197,301,115,43.6,1689,1957,698,1205,4.08777777777778,0
"526",29.08,57.04,167.2,299.68,299.68,29107,"Lafayette County","Missouri",22467,866,1578,9527,4839,1539,2923,1195,41,13188,15795,5655,9803,4.08777777777778,0
"527",4.6,52.915,192.145,300.765,300.765,29113,"Lincoln County","Missouri",35000,1248,3517,15204,6996,2864,3444,1727,36.5,18498,22652,7734,14332,4.08777777777778,0
"528",0,0,0,10,10,29115,"Linn County","Missouri",8507,408,633,4213,1470,571,847,365,42.8,4828,5550,2041,3344,4.08777777777778,0
"529",13.44,13.44,23.1,28.3,28.3,29123,"Madison County","Missouri",8472,790,1208,3082,1908,535,670,279,42.3,4650,4930,1588,3227,4.08777777777778,0
"530",0,6.63,17.58,17.58,17.58,29125,"Maries County","Missouri",6378,429,641,2728,1153,470,654,303,44.2,3686,4538,1299,3165,4.08777777777778,0
"531",0,0,0,25.5,25.5,29129,"Mercer County","Missouri",2552,153,147,1279,442,175,232,124,44.1,1503,1655,353,1255,4.08777777777778,0
"532",5.06,21.24,65.18,78.24,78.24,29131,"Miller County","Missouri",17126,853,1516,7270,3686,997,1887,917,40.8,9452,11019,2651,8099,4.08777777777778,0
"533",0,0,81.65,132.15,132.15,29133,"Mississippi County","Missouri",9876,1068,1593,4017,1866,265,788,279,39.3,5185,4920,1858,2997,4.08777777777778,0
"534",0,0,0.66,2.66,2.66,29137,"Monroe County","Missouri",6102,165,415,2970,1261,429,590,272,44.8,3513,4057,1398,2564,4.08777777777778,0
"535",25.5,27.145,27.145,99.545,102.545,29139,"Montgomery County","Missouri",8322,540,923,3518,1592,712,652,385,43.7,4874,5327,1740,3490,4.08777777777778,0
"536",21.22,21.22,29.395,74.08,80.84,29141,"Morgan County","Missouri",14426,1246,1757,5963,2749,771,1304,636,46.5,7812,8688,2773,5733,4.08777777777778,0
"537",0,0,16.5,28.5,28.5,29143,"New Madrid County","Missouri",12587,1048,1938,5198,2331,606,851,615,40.5,7247,7250,2814,4284,4.08777777777778,0
"538",0,66.6,320.44,678.435,696.085,29147,"Nodaway County","Missouri",12495,418,657,5142,2700,588,1745,1245,28.3,8659,8976,3172,5593,4.08777777777778,0
"539",0,0,7.5,13.98,13.98,29151,"Osage County","Missouri",9200,459,530,4291,1457,853,1157,453,39.8,5143,6919,1473,5329,4.08777777777778,0
"540",0,0,0,25,25,29155,"Pemiscot County","Missouri",11430,1320,1691,4316,2181,590,894,438,37.6,6975,6335,2671,3598,4.08777777777778,0
"541",0,0,0,9.75,9.75,29157,"Perry County","Missouri",12868,669,1091,5717,2565,776,1407,643,39.7,7395,7987,2184,5669,4.08777777777778,0
"542",16.02,30.52,62.705,76.425,81.425,29159,"Pettis County","Missouri",27798,2099,2634,8957,6508,2724,3205,1671,37.5,16131,17175,5904,10842,4.08777777777778,0
"543",18,21,21,21,21,29161,"Phelps County","Missouri",27786,1463,2106,9216,5391,1884,4261,3465,34.4,16672,18190,5798,11895,4.08777777777778,0
"544",7.8,8.035,89.42,155.96,155.96,29163,"Pike County","Missouri",12768,898,1772,5594,2438,447,1182,437,39.5,6567,7321,2582,4577,4.08777777777778,0
"545",4.87,13.87,65.46,184.17,184.17,29165,"Platte County","Missouri",63284,956,2040,14179,15529,4986,15792,9802,38.3,37556,45552,19175,25618,4.08777777777778,1
"546",0,0,24.99,34.49,48.73,29175,"Randolph County","Missouri",17090,778,1658,6655,4019,1632,1534,814,38.4,8450,9944,3031,6667,4.08777777777778,1
"547",4.6,4.6,4.6,102.1,122.8,29177,"Ray County","Missouri",15758,473,1308,7461,3403,944,1453,716,41.5,8646,10367,4275,5815,4.08777777777778,0
"548",12.6,12.6,12.6,12.6,12.6,29199,"Scotland County","Missouri",3106,359,263,1263,562,198,326,135,39.1,1851,1936,643,1246,4.08777777777778,0
"549",5.06,34.375,177.495,407.9,407.9,29201,"Scott County","Missouri",26390,1530,3340,11082,5549,1398,2253,1238,39.7,15247,16999,5122,11623,4.08777777777778,0
"550",45.43,625.797,1734.496,2917.082,2975.522,29183,"St. Charles County","Missouri",249690,4325,10399,65087,58381,22794,58266,30438,37.4,138958,185690,71838,110784,4.08777777777778,0
"551",0,4,112.86,135.43,135.43,29185,"St. Clair County","Missouri",7082,538,782,3233,1306,459,434,330,49.7,4015,4626,1460,3019,4.08777777777778,0
"552",24.07,95.71,357.095,846.58,902.15,29187,"St. Francois County","Missouri",45948,2224,6474,15702,11252,3807,3839,2650,38.9,24936,22582,8829,13248,4.08777777777778,1
"553",170.18,362.622,549.147,901.882,972.747,29510,"St. Louis city","Missouri",218108,11125,23526,51466,48405,13984,39893,29709,34.6,139555,143607,118780,22943,4.08777777777778,1
"554",407.672,1156.544,2697.373,5260.968,5523.798,29189,"St. Louis County","Missouri",686619,15175,34454,150878,149737,50589,167285,118501,40.2,401839,528676,297097,224742,4.08777777777778,6
"555",3.29,19.415,44.215,53.05,58.77,29207,"Stoddard County","Missouri",20774,1382,2691,8296,4183,1378,1839,1005,42,12045,12866,3153,9496,4.08777777777778,0
"556",1.26,18.9,403.935,605.565,605.565,29217,"Vernon County","Missouri",13912,597,1126,5703,3118,1101,1399,868,40.6,8040,8521,2580,5758,4.08777777777778,0
"557",13.65,23.205,131.825,219.52,245.02,29219,"Warren County","Missouri",22700,1216,2303,8396,5381,1810,2402,1192,40.2,11951,14676,5219,9150,4.08777777777778,0
"558",0,9.09,42.43,96.03,99.88,29221,"Washington County","Missouri",17222,1594,2667,7241,3210,1284,735,491,40.1,8982,8695,3417,5071,4.08777777777778,0
"559",0,0,125.2,190.51,190.51,29227,"Worth County","Missouri",1481,52,124,626,314,106,163,96,47.8,900,1048,341,664,4.08777777777778,0
"560",0,0,9.52,9.52,9.52,28007,"Attala County","Mississippi",12751,951,2006,4003,2879,1018,1168,726,40.8,7451,9092,3927,5126,4.38444444444444,0
"561",0,0,0,6.5,6.5,28013,"Calhoun County","Mississippi",9927,1020,1670,3393,1894,841,628,481,40.5,5922,7068,2586,4412,4.38444444444444,0
"562",0,0,0,10.5,10.5,28025,"Clay County","Mississippi",13385,792,2070,4404,2693,1042,1606,778,38.8,7795,11072,6712,4291,4.38444444444444,1
"563",0,0,0,3.12,3.12,28029,"Copiah County","Mississippi",18791,1551,2308,5928,4150,2210,1909,735,38.1,9840,14123,7749,6282,4.38444444444444,0
"564",0,0,4.77,13.27,13.27,28035,"Forrest County","Mississippi",46287,2516,4510,13045,10216,3645,7092,5263,31.9,27983,30236,13272,16574,4.38444444444444,0
"565",0,0,5.5,5.5,5.5,28049,"Hinds County","Mississippi",153972,6212,15609,38337,38879,12340,24823,17772,33.6,88762,106491,76112,29664,4.38444444444444,3
"566",0,0,0,12,12,28067,"Jones County","Mississippi",44503,3561,5585,12540,10219,4421,4626,3551,36.6,24561,30159,9211,20687,4.38444444444444,0
"567",11.17,17.17,17.17,17.17,17.17,28071,"Lafayette County","Mississippi",28578,990,2099,5980,6567,1987,6194,4761,28.5,17334,19505,8091,11075,4.38444444444444,0
"568",0,0,19.3,29.05,29.05,28073,"Lamar County","Mississippi",37756,869,2464,9033,8469,3357,8878,4686,34,21865,24889,5494,19101,4.38444444444444,0
"569",3.45,3.45,3.45,8.55,8.55,28075,"Lauderdale County","Mississippi",52568,2366,5152,16219,13336,5660,6366,3469,37.5,29701,32777,13814,18700,4.38444444444444,0
"570",2.8,2.8,2.8,8.8,17.9,28079,"Leake County","Mississippi",14503,1412,2153,5089,3076,1061,1222,490,34.8,8314,8983,4079,4863,4.38444444444444,0
"571",2.58,2.58,2.58,2.58,2.58,28081,"Lee County","Mississippi",55648,2768,6213,15315,13922,5291,7826,4313,36.5,32311,35306,12563,22415,4.38444444444444,0
"572",3.2,3.2,3.2,3.2,13.2,28087,"Lowndes County","Mississippi",38939,2300,4324,11290,8951,3572,5546,2956,36.3,23270,27158,13388,13518,4.38444444444444,0
"573",4.6,4.6,4.6,4.6,4.6,28089,"Madison County","Mississippi",65786,2375,4327,10535,13712,4589,17572,12676,37,37107,49571,20722,28507,4.38444444444444,3
"574",0,0,0,0,18.36,28093,"Marshall County","Mississippi",24462,2048,3455,9226,5363,1099,2359,912,39.6,13106,16240,9650,6473,4.38444444444444,0
"575",0,0,3.18,3.18,6.54,28095,"Monroe County","Mississippi",24633,2456,3182,8326,4828,2233,2447,1161,40.6,13936,16918,7056,9723,4.38444444444444,0
"576",1.29,1.29,1.29,1.29,1.29,28101,"Newton County","Mississippi",13888,877,1556,4177,3660,1422,1469,727,37.7,8011,9777,3319,6394,4.38444444444444,0
"577",0,0,0,0,14.3,28103,"Noxubee County","Mississippi",7275,920,1604,2220,1227,441,534,329,36.8,4067,6264,4920,1325,4.38444444444444,0
"578",2.25,7.15,22.27,31.27,31.27,28105,"Oktibbeha County","Mississippi",24496,1116,2259,4724,4085,1785,5319,5208,25,17483,18117,9095,8761,4.38444444444444,3
"579",0,0,9.75,9.75,9.75,28107,"Panola County","Mississippi",22175,1463,2855,8149,4278,2121,2372,937,36.5,12133,16826,9079,7629,4.38444444444444,0
"580",0,0,0,6.89,6.89,28121,"Rankin County","Mississippi",99098,2890,7341,26620,24090,9415,18539,10203,36.9,53800,64145,14988,48444,4.38444444444444,2
"581",0,2.88,2.88,2.88,2.88,28123,"Scott County","Mississippi",18311,2076,3241,6296,3348,1292,1418,640,36,9827,11202,5031,6089,4.38444444444444,0
"582",0,1.41,4.41,4.41,4.41,28127,"Simpson County","Mississippi",17945,1289,2367,6979,3474,1553,1551,732,37.7,9619,12249,4723,7424,4.38444444444444,0
"583",2.76,2.76,2.76,8.76,8.76,28145,"Union County","Mississippi",18405,1707,2672,6127,3808,1554,1488,1049,38,10345,11365,2742,8498,4.38444444444444,0
"584",0.5,0.5,0.5,0.5,0.5,28149,"Warren County","Mississippi",31806,1352,3089,9573,7361,2681,4414,3336,37.9,18415,21391,10786,10457,4.38444444444444,0
"585",1.7,6.87,6.87,6.87,9.21,28155,"Webster County","Mississippi",6748,494,673,2328,1524,568,815,346,41.1,4044,5234,1190,3992,4.38444444444444,0
"586",0,0,0,3.92,3.92,30049,"Lewis and Clark County","Montana",45364,761,1695,10773,11075,3817,11011,6232,40.9,26753,33318,15620,16803,3.85194444444444,2
"587",5.7,5.7,5.7,5.7,5.7,30081,"Ravalli County","Montana",29736,708,1689,10089,7617,2389,4950,2294,47.6,16649,22212,7285,14307,3.85194444444444,0
"588",1.8,1.8,1.8,1.8,1.8,37013,"Beaufort County","North Carolina",33649,2040,3510,11186,7599,3481,3773,2060,44.9,18516,23620,9435,13977,4.18923076923077,0
"589",3.2,3.2,3.2,3.2,3.2,37019,"Brunswick County","North Carolina",88679,3691,8148,24226,20707,8744,14935,8228,50,49193,57362,22038,34743,4.18923076923077,0
"590",30.71,30.71,30.71,30.71,30.71,37021,"Buncombe County","North Carolina",177725,6167,12094,43927,36950,14840,39446,24301,41.1,101860,127696,70625,54701,4.18923076923077,1
"591",4.62,4.62,4.62,4.62,4.62,37041,"Chowan County","North Carolina",10518,604,1231,3541,2052,978,1257,855,44.5,5967,7505,3556,3891,4.18923076923077,1
"592",3,3,3,3,3,37063,"Durham County","North Carolina",193842,11653,12669,33735,35157,11909,47511,41208,34.4,115975,146735,111224,33769,4.18923076923077,0
"593",5.15,5.15,5.15,5.15,5.15,37087,"Haywood County","North Carolina",43917,1781,3956,12561,9698,5408,6443,4070,46.8,26111,27974,11833,15633,4.18923076923077,0
"594",8.63,8.63,8.63,8.63,8.63,37089,"Henderson County","North Carolina",80661,3109,6518,21268,19467,7261,14786,8252,46.3,46079,52392,18642,32994,4.18923076923077,0
"595",5.16,5.16,5.16,5.16,5.16,37109,"Lincoln County","North Carolina",55475,3292,6190,16856,12721,5218,7929,3269,42,30088,36775,11024,25267,4.18923076923077,0
"596",4.5,4.5,4.5,4.5,4.5,37129,"New Hanover County","North Carolina",143710,3911,8019,31718,33134,13899,35433,17596,37.8,88403,103628,48668,53385,4.18923076923077,4
"597",2.4,2.4,2.4,2.4,2.4,37135,"Orange County","North Carolina",84359,3253,3445,13159,11709,5024,21425,26344,33.3,51880,76757,53901,21539,4.18923076923077,1
"598",5.6,5.6,5.6,5.6,5.6,37159,"Rowan County","North Carolina",94015,5713,10769,30819,20238,9943,11562,4971,40.3,51612,62312,22650,38775,4.18923076923077,0
"599",7.2,7.2,7.2,7.2,7.2,37173,"Swain County","North Carolina",9839,594,1318,3073,2341,950,1049,514,40.7,5379,5728,2618,2976,4.18923076923077,0
"600",7.17,7.17,7.17,7.17,7.17,37175,"Transylvania County","North Carolina",24546,917,1915,6978,5399,2050,4265,3022,50.1,13667,16763,6826,9634,4.18923076923077,1
"601",4.7,4.7,8.9,8.9,8.9,37183,"Wake County","North Carolina",637100,23735,28059,106801,114390,52076,199080,112959,35.3,364669,486427,267262,211596,4.18923076923077,9
"602",4.6,4.6,4.6,4.6,4.6,37199,"Yancey County","North Carolina",12982,844,1435,4311,2665,1227,1678,822,46.2,7416,9451,3981,5278,4.18923076923077,0
